identity_id,image_path,cosine_sim,asr,ssim,psnr
Mark_Philippoussis,/home/mraafe2010/Hybrid-Deepfake-Defense-System/data/lfw/arcface_112/Mark_Philippoussis/Mark_Philippoussis_0005.png,-0.9395655989646912,1,0.4655956648974537,23.16412402226952
Angela_Bassett,/home/mraafe2010/Hybrid-Deepfake-Defense-System/data/lfw/arcface_112/Angela_Bassett/Angela_Bassett_0004.png,-0.9405515193939209,1,0.5686803782654417,23.123419137171915
James_Kelly,/home/mraafe2010/Hybrid-Deepfake-Defense-System/data/lfw/arcface_112/James_Kelly/James_Kelly_0001.png,-0.9336161613464355,1,0.47837838646761816,23.059939798642972
Javier_Solana,/home/mraafe2010/Hybrid-Deepfake-Defense-System/data/lfw/arcface_112/Javier_Solana/Javier_Solana_0002.png,-0.9407938122749329,1,0.4524460950451834,22.99850158404384
Pedro_Almodovar,/home/mraafe2010/Hybrid-Deepfake-Defense-System/data/lfw/arcface_112/Pedro_Almodovar/Pedro_Almodovar_0003.png,-0.9188867807388306,1,0.4804375540202446,23.117966799434697
Gil_de_Ferran,/home/mraafe2010/Hybrid-Deepfake-Defense-System/data/lfw/arcface_112/Gil_de_Ferran/Gil_de_Ferran_0004.png,-0.9239219427108765,1,0.439391665100712,23.02938424419535
Elizabeth_Hurley,/home/mraafe2010/Hybrid-Deepfake-Defense-System/data/lfw/arcface_112/Elizabeth_Hurley/Elizabeth_Hurley_0002.png,-0.9307658672332764,1,0.4600997705102861,23.059148909557216
Kamal_Kharrazi,/home/mraafe2010/Hybrid-Deepfake-Defense-System/data/lfw/arcface_112/Kamal_Kharrazi/Kamal_Kharrazi_0004.png,-0.929202139377594,1,0.5290451746025965,23.09203801356617
William_Macy,/home/mraafe2010/Hybrid-Deepfake-Defense-System/data/lfw/arcface_112/William_Macy/William_Macy_0005.png,-0.9132012724876404,1,0.4347922037180732,23.089777605099666
Michael_Chang,/home/mraafe2010/Hybrid-Deepfake-Defense-System/data/lfw/arcface_112/Michael_Chang/Michael_Chang_0002.png,-0.943920373916626,1,0.45186043757309013,23.02694489989633
King_Abdullah_II,/home/mraafe2010/Hybrid-Deepfake-Defense-System/data/lfw/arcface_112/King_Abdullah_II/King_Abdullah_II_0002.png,-0.9401621222496033,1,0.45795484698240146,23.12477828079341
Paula_Radcliffe,/home/mraafe2010/Hybrid-Deepfake-Defense-System/data/lfw/arcface_112/Paula_Radcliffe/Paula_Radcliffe_0002.png,-0.9391063451766968,1,0.42315084692701727,23.05514067464955
Laura_Bush,/home/mraafe2010/Hybrid-Deepfake-Defense-System/data/lfw/arcface_112/Laura_Bush/Laura_Bush_0016.png,-0.9385287761688232,1,0.5976073398618172,23.04424769590303
Queen_Elizabeth_II,/home/mraafe2010/Hybrid-Deepfake-Defense-System/data/lfw/arcface_112/Queen_Elizabeth_II/Queen_Elizabeth_II_0009.png,-0.9370394945144653,1,0.5814199169873695,23.16512737488072
Guillermo_Coria,/home/mraafe2010/Hybrid-Deepfake-Defense-System/data/lfw/arcface_112/Guillermo_Coria/Guillermo_Coria_0017.png,-0.92542564868927,1,0.521096189537642,23.092048502925767
Howard_Dean,/home/mraafe2010/Hybrid-Deepfake-Defense-System/data/lfw/arcface_112/Howard_Dean/Howard_Dean_0012.png,-0.9562456607818604,1,0.45758315271702177,23.02964736463889
Bill_Frist,/home/mraafe2010/Hybrid-Deepfake-Defense-System/data/lfw/arcface_112/Bill_Frist/Bill_Frist_0002.png,-0.9290388822555542,1,0.4685960763812458,23.016117704349448
Celine_Dion,/home/mraafe2010/Hybrid-Deepfake-Defense-System/data/lfw/arcface_112/Celine_Dion/Celine_Dion_0007.png,-0.9392054080963135,1,0.5611965113293368,23.14278493728104
