image_path,label
data/progan/airplane/1_fake/01952.png,1
data/progan/airplane/1_fake/02356.png,1
data/progan/airplane/1_fake/03505.png,1
data/progan/airplane/1_fake/05339.png,1
data/progan/airplane/1_fake/06462.png,1
data/progan/airplane/1_fake/06559.png,1
data/progan/airplane/1_fake/06930.png,1
data/progan/airplane/1_fake/07543.png,1
data/progan/airplane/1_fake/07552.png,1
data/progan/airplane/1_fake/08071.png,1
data/progan/airplane/1_fake/09372.png,1
data/progan/airplane/1_fake/10418.png,1
data/progan/airplane/1_fake/11735.png,1
data/progan/airplane/1_fake/11975.png,1
data/progan/airplane/1_fake/12966.png,1
data/progan/airplane/1_fake/14005.png,1
data/progan/airplane/1_fake/15502.png,1
data/progan/airplane/1_fake/15599.png,1
data/progan/airplane/1_fake/17058.png,1
data/progan/airplane/1_fake/17175.png,1
data/progan/bicycle/1_fake/00519.png,1
data/progan/bicycle/1_fake/01560.png,1
data/progan/bicycle/1_fake/03199.png,1
data/progan/bicycle/1_fake/03793.png,1
data/progan/bicycle/1_fake/06142.png,1
data/progan/bicycle/1_fake/06720.png,1
data/progan/bicycle/1_fake/08828.png,1
data/progan/bicycle/1_fake/09829.png,1
data/progan/bicycle/1_fake/10316.png,1
data/progan/bicycle/1_fake/11347.png,1
data/progan/bicycle/1_fake/11534.png,1
data/progan/bicycle/1_fake/12150.png,1
data/progan/bicycle/1_fake/12455.png,1
data/progan/bicycle/1_fake/12966.png,1
data/progan/bicycle/1_fake/13527.png,1
data/progan/bicycle/1_fake/13761.png,1
data/progan/bicycle/1_fake/13836.png,1
data/progan/bicycle/1_fake/14085.png,1
data/progan/bicycle/1_fake/15908.png,1
data/progan/bicycle/1_fake/16190.png,1
data/progan/bicycle/1_fake/16329.png,1
data/progan/bicycle/1_fake/16841.png,1
data/progan/bicycle/1_fake/17282.png,1
data/progan/bicycle/1_fake/19497.png,1
data/progan/bicycle/1_fake/19522.png,1
data/progan/bird/1_fake/02018.png,1
data/progan/bird/1_fake/02022.png,1
data/progan/bird/1_fake/02135.png,1
data/progan/bird/1_fake/02617.png,1
data/progan/bird/1_fake/03711.png,1
data/progan/bird/1_fake/03793.png,1
data/progan/bird/1_fake/05454.png,1
data/progan/bird/1_fake/05560.png,1
data/progan/bird/1_fake/05961.png,1
data/progan/bird/1_fake/06430.png,1
data/progan/bird/1_fake/06462.png,1
data/progan/bird/1_fake/07543.png,1
data/progan/bird/1_fake/07882.png,1
data/progan/bird/1_fake/08071.png,1
data/progan/bird/1_fake/09346.png,1
data/progan/bird/1_fake/10386.png,1
data/progan/bird/1_fake/10492.png,1
data/progan/bird/1_fake/12150.png,1
data/progan/bird/1_fake/12901.png,1
data/progan/bird/1_fake/12966.png,1
data/progan/bird/1_fake/14651.png,1
data/progan/bird/1_fake/15502.png,1
data/progan/bird/1_fake/15599.png,1
data/progan/bird/1_fake/15908.png,1
data/progan/bird/1_fake/16841.png,1
data/progan/bird/1_fake/17021.png,1
data/progan/bird/1_fake/17241.png,1
data/progan/bird/1_fake/17680.png,1
data/progan/bird/1_fake/17873.png,1
data/progan/bird/1_fake/18724.png,1
data/progan/bird/1_fake/19277.png,1
data/progan/bird/1_fake/19497.png,1
data/progan/bird/1_fake/19776.png,1
data/progan/boat/1_fake/00296.png,1
data/progan/boat/1_fake/01167.png,1
data/progan/boat/1_fake/01280.png,1
data/progan/boat/1_fake/01557.png,1
data/progan/boat/1_fake/03634.png,1
data/progan/boat/1_fake/03986.png,1
data/progan/boat/1_fake/04576.png,1
data/progan/boat/1_fake/06062.png,1
data/progan/boat/1_fake/06142.png,1
data/progan/boat/1_fake/06152.png,1
data/progan/boat/1_fake/07463.png,1
data/progan/boat/1_fake/07543.png,1
data/progan/boat/1_fake/08727.png,1
data/progan/boat/1_fake/09016.png,1
data/progan/boat/1_fake/10105.png,1
data/progan/boat/1_fake/10175.png,1
data/progan/boat/1_fake/10386.png,1
data/progan/boat/1_fake/10558.png,1
data/progan/boat/1_fake/11975.png,1
data/progan/boat/1_fake/12455.png,1
data/progan/boat/1_fake/15909.png,1
data/progan/boat/1_fake/17175.png,1
data/progan/boat/1_fake/17978.png,1
data/progan/boat/1_fake/19156.png,1
data/progan/bottle/1_fake/00253.png,1
data/progan/bottle/1_fake/00834.png,1
data/progan/bottle/1_fake/05148.png,1
data/progan/bottle/1_fake/05888.png,1
data/progan/bottle/1_fake/06154.png,1
data/progan/bottle/1_fake/08071.png,1
data/progan/bottle/1_fake/08174.png,1
data/progan/bottle/1_fake/08727.png,1
data/progan/bottle/1_fake/10320.png,1
data/progan/bottle/1_fake/10492.png,1
data/progan/bottle/1_fake/13472.png,1
data/progan/bottle/1_fake/14651.png,1
data/progan/bottle/1_fake/17282.png,1
data/progan/bottle/1_fake/17882.png,1
data/progan/bottle/1_fake/17978.png,1
data/progan/bottle/1_fake/18857.png,1
data/progan/bottle/1_fake/19277.png,1
data/progan/bus/1_fake/00335.png,1
data/progan/bus/1_fake/00807.png,1
data/progan/bus/1_fake/00880.png,1
data/progan/bus/1_fake/01952.png,1
data/progan/bus/1_fake/02022.png,1
data/progan/bus/1_fake/02909.png,1
data/progan/bus/1_fake/03199.png,1
data/progan/bus/1_fake/03693.png,1
data/progan/bus/1_fake/05105.png,1
data/progan/bus/1_fake/07413.png,1
data/progan/bus/1_fake/07552.png,1
data/progan/bus/1_fake/08828.png,1
data/progan/bus/1_fake/10316.png,1
data/progan/bus/1_fake/10558.png,1
data/progan/bus/1_fake/11534.png,1
data/progan/bus/1_fake/12307.png,1
data/progan/bus/1_fake/12455.png,1
data/progan/bus/1_fake/13472.png,1
data/progan/bus/1_fake/14542.png,1
data/progan/bus/1_fake/14881.png,1
data/progan/bus/1_fake/15994.png,1
data/progan/bus/1_fake/16190.png,1
data/progan/bus/1_fake/16526.png,1
data/progan/bus/1_fake/17175.png,1
data/progan/bus/1_fake/17265.png,1
data/progan/bus/1_fake/17882.png,1
data/progan/bus/1_fake/17978.png,1
data/progan/bus/1_fake/19497.png,1
data/progan/bus/1_fake/19522.png,1
data/progan/car/1_fake/00728.png,1
data/progan/car/1_fake/01560.png,1
data/progan/car/1_fake/02135.png,1
data/progan/car/1_fake/02617.png,1
data/progan/car/1_fake/02909.png,1
data/progan/car/1_fake/02976.png,1
data/progan/car/1_fake/03693.png,1
