image_path,true_label,predicted_prob
data/progan/motorbike/0_real/01602.png,0,1.182160711788267e-07
data/progan/bird/0_real/05454.png,0,0.0004328244756431147
data/progan/airplane/0_real/10105.png,0,7.442555774572542e-06
data/progan/pottedplant/0_real/03505.png,0,6.204254217072043e-05
data/progan/bus/0_real/12455.png,0,1.3832723857159572e-08
data/progan/bus/0_real/00296.png,0,0.007657688015375149
data/progan/bottle/0_real/11299.png,0,0.2925480318750395
data/progan/bird/0_real/17241.png,0,1.1072959739381311e-07
data/progan/pottedplant/0_real/01280.png,0,4.267305794673203e-08
data/progan/bird/0_real/01602.png,0,0.004862837831427594
data/progan/motorbike/0_real/17241.png,0,0.0822615720080582
data/progan/pottedplant/0_real/03032.png,0,0.0006217745594433718
data/progan/train/0_real/05339.png,0,0.0021871330128140367
data/progan/dog/0_real/03032.png,0,0.0012092372351695682
data/progan/bicycle/0_real/15909.png,0,1.7731163020531116e-05
data/progan/horse/0_real/01560.png,0,0.00048410880086731823
data/progan/chair/0_real/12749.png,0,0.0033066146836429923
data/progan/airplane/0_real/12901.png,0,6.207428452919155e-10
data/progan/airplane/0_real/11975.png,0,9.473320528520411e-08
data/progan/bicycle/0_real/17978.png,0,6.897839157414407e-07
data/progan/bottle/0_real/09253.png,0,7.668286932845439e-05
data/progan/bottle/0_real/15766.png,0,8.454803625953595e-09
data/progan/diningtable/0_real/06462.png,0,9.399028312870846e-06
data/progan/horse/0_real/06152.png,0,3.858619871704487e-05
data/progan/airplane/0_real/10386.png,0,0.18414208570930407
data/progan/dog/0_real/09428.png,0,0.6389281666380218
data/progan/bottle/0_real/01050.png,0,1.1695762603909744e-06
data/progan/person/0_real/13026.png,0,7.424297823949695e-05
data/progan/motorbike/0_real/05961.png,0,0.0037673460845453802
data/progan/person/0_real/06930.png,0,0.000318400065411184
data/progan/dog/0_real/02976.png,0,0.002024949574587318
data/progan/chair/0_real/11488.png,0,2.406168978724128e-05
data/progan/bottle/0_real/10105.png,0,0.07860936096619019
data/progan/cow/0_real/03634.png,0,3.853539727648556e-08
data/progan/horse/0_real/00880.png,0,0.009313670444778432
data/progan/bus/0_real/14005.png,0,3.763793294780559e-10
data/progan/sheep/0_real/11308.png,0,0.00011574896535947803
data/progan/sofa/0_real/16219.png,0,7.862060462699565e-06
data/progan/airplane/0_real/02390.png,0,1.9196734222967804e-06
data/progan/pottedplant/0_real/10386.png,0,3.5549719656982805e-08
data/progan/sheep/0_real/09850.png,0,3.4395097284311575e-06
data/progan/boat/0_real/05148.png,0,8.586312932996751e-05
data/progan/person/0_real/05830.png,0,3.9193927370228906e-06
data/progan/chair/0_real/12966.png,0,1.9341417749105816e-05
data/progan/car/0_real/19433.png,0,0.46283119629984804
data/progan/bus/0_real/13836.png,0,2.6523029203408805e-07
data/progan/boat/0_real/03294.png,0,0.001945847332226967
data/progan/bottle/0_real/07552.png,0,0.08568575678273434
data/progan/tvmonitor/0_real/11735.png,0,4.037120938032294e-05
data/progan/pottedplant/0_real/12585.png,0,5.0168875260236156e-08
data/progan/car/0_real/17613.png,0,5.842423061928848e-07
data/progan/bird/0_real/01560.png,0,2.174792660326506e-06
data/progan/bicycle/0_real/17680.png,0,0.0011015827126264735
data/progan/cat/0_real/15909.png,0,2.2028151013420784e-06
data/progan/bicycle/0_real/19522.png,0,5.399159847264435e-06
data/progan/cat/0_real/06559.png,0,3.9138834143891784e-08
data/progan/sofa/0_real/06720.png,0,5.642254824881828e-10
data/progan/cat/0_real/00728.png,0,0.00014400470949214186
data/progan/horse/0_real/06930.png,0,0.06900713931961189
data/progan/bus/0_real/07882.png,0,2.0617090923281443e-05
data/progan/sheep/0_real/10316.png,0,1.6904614235438664e-06
data/progan/airplane/0_real/17566.png,0,0.0006600163453622215
data/progan/person/0_real/18641.png,0,1.3921374988993356e-08
data/progan/cow/0_real/07552.png,0,0.04233311376029628
data/progan/diningtable/0_real/19522.png,0,4.739328055671248e-06
data/progan/bird/0_real/10558.png,0,3.043359097875298e-08
data/progan/tvmonitor/0_real/18207.png,0,6.745158141651513e-05
data/progan/train/0_real/17566.png,0,0.9455342709623135
data/progan/cat/0_real/15502.png,0,1.6706266832058992e-06
data/progan/bicycle/0_real/11975.png,0,5.578349776226465e-05
data/progan/dog/0_real/05961.png,0,1.921802918974146e-07
data/progan/car/0_real/00049.png,0,0.05885957087901097
data/progan/sheep/0_real/19766.png,0,4.7433130529446593e-07
data/progan/horse/0_real/17289.png,0,1.1738365550093803e-06
data/progan/horse/0_real/13281.png,0,0.8792515394164944
data/progan/train/0_real/02390.png,0,0.15357253324734765
data/progan/sofa/0_real/12892.png,0,2.019579345284272e-07
data/progan/cat/0_real/07552.png,0,0.15840513322131655
data/progan/dog/0_real/16670.png,0,6.54771728560279e-06
data/progan/boat/0_real/18560.png,0,6.0972161714226034e-05
data/progan/person/0_real/08134.png,0,0.013863746088106246
data/progan/bicycle/0_real/08071.png,0,0.0014085374062647552
data/progan/airplane/0_real/18560.png,0,0.046959266638523484
data/progan/motorbike/0_real/10386.png,0,0.00023777597008846495
data/progan/bottle/0_real/13281.png,0,0.9380451767250149
data/progan/pottedplant/0_real/16996.png,0,0.000780251964756392
data/progan/bus/0_real/18207.png,0,0.0428174236869483
data/progan/bicycle/0_real/12455.png,0,0.41146839134360436
data/progan/sofa/0_real/10123.png,0,3.803012477872185e-07
data/progan/bottle/0_real/15825.png,0,1.468307338443503e-05
data/progan/sofa/0_real/15465.png,0,1.0966312693562305e-06
data/progan/bird/0_real/00880.png,0,0.15506944103969192
data/progan/cow/0_real/05560.png,0,0.00026717538179069636
data/progan/motorbike/0_real/00296.png,0,0.0004146864225515647
data/progan/sofa/0_real/01280.png,0,1.3071827156052515e-08
data/progan/cat/0_real/09016.png,0,0.002746664272090722
data/progan/boat/0_real/06154.png,0,0.03767873764393013
data/progan/cat/0_real/11336.png,0,1.7401139690378237e-05
data/progan/cat/0_real/05450.png,0,1.2753111137641145e-07
data/progan/bottle/0_real/05687.png,0,0.19986406040055257
data/progan/motorbike/0_real/14864.png,0,0.0016715510352368903
data/progan/bus/0_real/08995.png,0,0.08221126520430742
data/progan/person/0_real/07057.png,0,1.5832699166195758e-05
data/progan/tvmonitor/0_real/03294.png,0,4.141821506327253e-07
data/progan/motorbike/0_real/19957.png,0,4.975612897640583e-07
data/progan/motorbike/0_real/05339.png,0,0.08189688624091898
data/progan/bicycle/0_real/08949.png,0,0.007429249851870307
data/progan/horse/0_real/09253.png,0,4.193503490634326e-08
data/progan/motorbike/0_real/00049.png,0,0.4646116190048068
data/progan/boat/0_real/09850.png,0,0.9981617672199689
data/progan/diningtable/0_real/18560.png,0,7.47807411107093e-08
data/progan/person/0_real/18267.png,0,0.000608559472706397
data/progan/bus/0_real/00253.png,0,0.001232928103478147
data/progan/boat/0_real/06462.png,0,0.9908609450428083
data/progan/cow/0_real/08995.png,0,9.963913366066893e-08
data/progan/cat/0_real/15841.png,0,8.619269412909081e-06
data/progan/bus/0_real/10316.png,0,0.8022274427358984
data/progan/train/0_real/18857.png,0,0.8647111323150579
data/progan/motorbike/0_real/02018.png,0,7.505066656082265e-07
