image_path,label
data/ff_plus_plus/train/Fake/Face2Face/727_729_f153.jpg,1
data/ff_plus_plus/train/Real/139_f130.jpg,0
data/ff_plus_plus/train/Real/304_f252.jpg,0
data/ff_plus_plus/train/Real/350_f41.jpg,0
data/ff_plus_plus/train/Real/545_f360.jpg,0
data/ff_plus_plus/train/Fake/Face2Face/903_792_f39.jpg,1
data/ff_plus_plus/train/Real/234_f145.jpg,0
data/ff_plus_plus/train/Fake/Deepfakes/264_271_f328.jpg,1
data/ff_plus_plus/train/Fake/Face2Face/384_932_f216.jpg,1
data/ff_plus_plus/train/Real/617_f311.jpg,0
data/ff_plus_plus/train/Real/088_f45.jpg,0
data/ff_plus_plus/train/Fake/Face2Face/188_191_f51.jpg,1
data/ff_plus_plus/train/Fake/Deepfakes/607_683_f0.jpg,1
data/ff_plus_plus/train/Fake/Deepfakes/173_171_f148.jpg,1
data/ff_plus_plus/train/Real/084_f309.jpg,0
data/ff_plus_plus/train/Fake/Deepfakes/135_880_f314.jpg,1
data/ff_plus_plus/train/Real/001_f348.jpg,0
data/ff_plus_plus/train/Fake/NeuralTextures/875_979_f241.jpg,1
data/ff_plus_plus/train/Fake/Face2Face/407_374_f564.jpg,1
data/ff_plus_plus/train/Fake/FaceSwap/876_891_f142.jpg,1
data/ff_plus_plus/train/Fake/NeuralTextures/318_334_f424.jpg,1
data/ff_plus_plus/train/Real/030_f296.jpg,0
data/ff_plus_plus/train/Real/502_f65.jpg,0
data/ff_plus_plus/train/Fake/NeuralTextures/754_758_f188.jpg,1
data/ff_plus_plus/train/Real/904_f333.jpg,0
data/ff_plus_plus/train/Fake/NeuralTextures/902_901_f212.jpg,1
data/ff_plus_plus/train/Real/305_f783.jpg,0
data/ff_plus_plus/train/Fake/FaceSwap/464_463_f249.jpg,1
data/ff_plus_plus/train/Fake/Face2Face/296_293_f156.jpg,1
data/ff_plus_plus/train/Fake/NeuralTextures/429_404_f62.jpg,1
data/ff_plus_plus/train/Real/056_f359.jpg,0
data/ff_plus_plus/train/Real/091_f418.jpg,0
data/ff_plus_plus/train/Real/820_f572.jpg,0
data/ff_plus_plus/train/Real/684_f410.jpg,0
data/ff_plus_plus/train/Fake/FaceSwap/123_119_f310.jpg,1
data/ff_plus_plus/train/Real/321_f468.jpg,0
data/ff_plus_plus/train/Fake/Deepfakes/488_399_f320.jpg,1
data/ff_plus_plus/train/Real/083_f544.jpg,0
data/ff_plus_plus/train/Real/705_f325.jpg,0
data/ff_plus_plus/train/Fake/Face2Face/398_457_f127.jpg,1
data/ff_plus_plus/train/Fake/Deepfakes/739_865_f10.jpg,1
data/ff_plus_plus/train/Real/111_f372.jpg,0
data/ff_plus_plus/train/Fake/FaceSwap/125_038_f251.jpg,1
data/ff_plus_plus/train/Real/175_f34.jpg,0
data/ff_plus_plus/train/Fake/NeuralTextures/251_375_f333.jpg,1
data/ff_plus_plus/train/Real/750_f136.jpg,0
data/ff_plus_plus/train/Real/538_f20.jpg,0
data/ff_plus_plus/train/Real/390_f724.jpg,0
data/ff_plus_plus/train/Real/562_f257.jpg,0
data/ff_plus_plus/train/Real/089_f594.jpg,0
data/ff_plus_plus/train/Real/323_f47.jpg,0
data/ff_plus_plus/train/Fake/FaceSwap/578_636_f207.jpg,1
data/ff_plus_plus/train/Real/571_f456.jpg,0
data/ff_plus_plus/train/Fake/FaceSwap/530_594_f10.jpg,1
data/ff_plus_plus/train/Real/823_f69.jpg,0
data/ff_plus_plus/train/Fake/FaceSwap/015_919_f405.jpg,1
data/ff_plus_plus/train/Real/391_f188.jpg,0
data/ff_plus_plus/train/Fake/NeuralTextures/869_780_f34.jpg,1
data/ff_plus_plus/train/Real/384_f365.jpg,0
data/ff_plus_plus/train/Real/606_f159.jpg,0
data/ff_plus_plus/train/Real/292_f160.jpg,0
data/ff_plus_plus/train/Fake/FaceSwap/708_772_f93.jpg,1
data/ff_plus_plus/train/Fake/Deepfakes/776_676_f318.jpg,1
data/ff_plus_plus/train/Real/872_f326.jpg,0
data/ff_plus_plus/train/Real/599_f301.jpg,0
data/ff_plus_plus/train/Fake/FaceSwap/917_924_f200.jpg,1
data/ff_plus_plus/train/Real/812_f208.jpg,0
data/ff_plus_plus/train/Fake/NeuralTextures/478_506_f460.jpg,1
data/ff_plus_plus/train/Fake/Deepfakes/342_416_f72.jpg,1
data/ff_plus_plus/train/Real/961_f299.jpg,0
data/ff_plus_plus/train/Fake/Deepfakes/995_233_f132.jpg,1
data/ff_plus_plus/train/Real/918_f243.jpg,0
data/ff_plus_plus/train/Real/079_f218.jpg,0
data/ff_plus_plus/train/Real/083_f356.jpg,0
data/ff_plus_plus/train/Real/268_f1363.jpg,0
data/ff_plus_plus/train/Fake/FaceSwap/316_369_f22.jpg,1
data/ff_plus_plus/train/Real/170_f433.jpg,0
data/ff_plus_plus/train/Fake/Face2Face/174_964_f450.jpg,1
data/ff_plus_plus/train/Fake/FaceSwap/265_475_f196.jpg,1
data/ff_plus_plus/train/Real/351_f353.jpg,0
data/ff_plus_plus/train/Fake/NeuralTextures/056_996_f311.jpg,1
data/ff_plus_plus/train/Real/926_f183.jpg,0
data/ff_plus_plus/train/Fake/Deepfakes/123_119_f300.jpg,1
data/ff_plus_plus/train/Real/313_f297.jpg,0
data/ff_plus_plus/train/Fake/Deepfakes/995_233_f490.jpg,1
data/ff_plus_plus/train/Real/603_f0.jpg,0
data/ff_plus_plus/train/Real/586_f221.jpg,0
data/ff_plus_plus/train/Real/953_f350.jpg,0
data/ff_plus_plus/train/Fake/NeuralTextures/861_858_f299.jpg,1
data/ff_plus_plus/train/Fake/FaceSwap/540_536_f435.jpg,1
data/ff_plus_plus/train/Fake/Face2Face/641_662_f443.jpg,1
data/ff_plus_plus/train/Fake/FaceSwap/736_785_f269.jpg,1
data/ff_plus_plus/train/Fake/NeuralTextures/549_531_f230.jpg,1
