image_path,label
data/lfw/arcface_112/Alan_Greenspan/Alan_Greenspan_0001.png,0
data/lfw/arcface_112/Alan_Greenspan/Alan_Greenspan_0002.png,0
data/lfw/arcface_112/Alan_Greenspan/Alan_Greenspan_0003.png,0
data/lfw/arcface_112/Alan_Greenspan/Alan_Greenspan_0004.png,0
data/lfw/arcface_112/Alan_Greenspan/Alan_Greenspan_0005.png,0
data/lfw/arcface_112/Albert_Costa/Albert_Costa_0001.png,0
data/lfw/arcface_112/Albert_Costa/Albert_Costa_0003.png,0
data/lfw/arcface_112/Albert_Costa/Albert_Costa_0004.png,0
data/lfw/arcface_112/Albert_Costa/Albert_Costa_0005.png,0
data/lfw/arcface_112/Albert_Costa/Albert_Costa_0006.png,0
data/lfw/arcface_112/Ali_Naimi/Ali_Naimi_0001.png,0
data/lfw/arcface_112/Ali_Naimi/Ali_Naimi_0002.png,0
data/lfw/arcface_112/Ali_Naimi/Ali_Naimi_0005.png,0
data/lfw/arcface_112/Ali_Naimi/Ali_Naimi_0006.png,0
data/lfw/arcface_112/Ali_Naimi/Ali_Naimi_0008.png,0
data/lfw/arcface_112/Allyson_Felix/Allyson_Felix_0001.png,0
data/lfw/arcface_112/Allyson_Felix/Allyson_Felix_0002.png,0
data/lfw/arcface_112/Allyson_Felix/Allyson_Felix_0003.png,0
data/lfw/arcface_112/Allyson_Felix/Allyson_Felix_0004.png,0
data/lfw/arcface_112/Allyson_Felix/Allyson_Felix_0005.png,0
data/lfw/arcface_112/Andy_Roddick/Andy_Roddick_0002.png,0
data/lfw/arcface_112/Andy_Roddick/Andy_Roddick_0006.png,0
data/lfw/arcface_112/Andy_Roddick/Andy_Roddick_0007.png,0
data/lfw/arcface_112/Andy_Roddick/Andy_Roddick_0011.png,0
data/lfw/arcface_112/Andy_Roddick/Andy_Roddick_0014.png,0
data/lfw/arcface_112/Ariel_Sharon/Ariel_Sharon_0016.png,0
data/lfw/arcface_112/Ariel_Sharon/Ariel_Sharon_0034.png,0
data/lfw/arcface_112/Ariel_Sharon/Ariel_Sharon_0048.png,0
data/lfw/arcface_112/Ariel_Sharon/Ariel_Sharon_0059.png,0
data/lfw/arcface_112/Ariel_Sharon/Ariel_Sharon_0069.png,0
data/lfw/arcface_112/Ashanti/Ashanti_0001.png,0
data/lfw/arcface_112/Ashanti/Ashanti_0002.png,0
data/lfw/arcface_112/Ashanti/Ashanti_0003.png,0
data/lfw/arcface_112/Ashanti/Ashanti_0004.png,0
data/lfw/arcface_112/Ashanti/Ashanti_0005.png,0
data/lfw/arcface_112/Bill_Graham/Bill_Graham_0001.png,0
data/lfw/arcface_112/Bill_Graham/Bill_Graham_0003.png,0
data/lfw/arcface_112/Bill_Graham/Bill_Graham_0004.png,0
data/lfw/arcface_112/Bill_Graham/Bill_Graham_0006.png,0
data/lfw/arcface_112/Bill_Graham/Bill_Graham_0007.png,0
data/lfw/arcface_112/Brad_Johnson/Brad_Johnson_0001.png,0
data/lfw/arcface_112/Brad_Johnson/Brad_Johnson_0002.png,0
data/lfw/arcface_112/Brad_Johnson/Brad_Johnson_0003.png,0
data/lfw/arcface_112/Brad_Johnson/Brad_Johnson_0004.png,0
data/lfw/arcface_112/Brad_Johnson/Brad_Johnson_0005.png,0
data/lfw/arcface_112/Calista_Flockhart/Calista_Flockhart_0002.png,0
data/lfw/arcface_112/Calista_Flockhart/Calista_Flockhart_0003.png,0
data/lfw/arcface_112/Calista_Flockhart/Calista_Flockhart_0004.png,0
data/lfw/arcface_112/Calista_Flockhart/Calista_Flockhart_0005.png,0
data/lfw/arcface_112/Calista_Flockhart/Calista_Flockhart_0006.png,0
data/lfw/arcface_112/Carla_Del_Ponte/Carla_Del_Ponte_0001.png,0
data/lfw/arcface_112/Carla_Del_Ponte/Carla_Del_Ponte_0002.png,0
data/lfw/arcface_112/Carla_Del_Ponte/Carla_Del_Ponte_0003.png,0
data/lfw/arcface_112/Carla_Del_Ponte/Carla_Del_Ponte_0004.png,0
data/lfw/arcface_112/Carla_Del_Ponte/Carla_Del_Ponte_0005.png,0
data/lfw/arcface_112/Catherine_Deneuve/Catherine_Deneuve_0001.png,0
data/lfw/arcface_112/Catherine_Deneuve/Catherine_Deneuve_0002.png,0
data/lfw/arcface_112/Catherine_Deneuve/Catherine_Deneuve_0003.png,0
data/lfw/arcface_112/Catherine_Deneuve/Catherine_Deneuve_0004.png,0
data/lfw/arcface_112/Catherine_Deneuve/Catherine_Deneuve_0005.png,0
data/lfw/arcface_112/Charles_Moose/Charles_Moose_0002.png,0
data/lfw/arcface_112/Charles_Moose/Charles_Moose_0003.png,0
data/lfw/arcface_112/Charles_Moose/Charles_Moose_0004.png,0
data/lfw/arcface_112/Charles_Moose/Charles_Moose_0005.png,0
data/lfw/arcface_112/Charles_Moose/Charles_Moose_0011.png,0
data/lfw/arcface_112/Chen_Shui-bian/Chen_Shui-bian_0001.png,0
data/lfw/arcface_112/Chen_Shui-bian/Chen_Shui-bian_0002.png,0
data/lfw/arcface_112/Chen_Shui-bian/Chen_Shui-bian_0003.png,0
data/lfw/arcface_112/Chen_Shui-bian/Chen_Shui-bian_0004.png,0
data/lfw/arcface_112/Chen_Shui-bian/Chen_Shui-bian_0005.png,0
data/lfw/arcface_112/Ciro_Gomes/Ciro_Gomes_0001.png,0
data/lfw/arcface_112/Ciro_Gomes/Ciro_Gomes_0002.png,0
data/lfw/arcface_112/Ciro_Gomes/Ciro_Gomes_0003.png,0
data/lfw/arcface_112/Ciro_Gomes/Ciro_Gomes_0004.png,0
data/lfw/arcface_112/Ciro_Gomes/Ciro_Gomes_0005.png,0
data/lfw/arcface_112/Clay_Aiken/Clay_Aiken_0001.png,0
data/lfw/arcface_112/Clay_Aiken/Clay_Aiken_0002.png,0
data/lfw/arcface_112/Clay_Aiken/Clay_Aiken_0003.png,0
data/lfw/arcface_112/Clay_Aiken/Clay_Aiken_0005.png,0
data/lfw/arcface_112/Clay_Aiken/Clay_Aiken_0006.png,0
data/lfw/arcface_112/Colin_Farrell/Colin_Farrell_0001.png,0
data/lfw/arcface_112/Colin_Farrell/Colin_Farrell_0003.png,0
data/lfw/arcface_112/Colin_Farrell/Colin_Farrell_0004.png,0
data/lfw/arcface_112/Colin_Farrell/Colin_Farrell_0007.png,0
data/lfw/arcface_112/Colin_Farrell/Colin_Farrell_0008.png,0
data/lfw/arcface_112/David_Heymann/David_Heymann_0001.png,0
data/lfw/arcface_112/David_Heymann/David_Heymann_0002.png,0
data/lfw/arcface_112/David_Heymann/David_Heymann_0003.png,0
data/lfw/arcface_112/David_Heymann/David_Heymann_0004.png,0
data/lfw/arcface_112/David_Heymann/David_Heymann_0005.png,0
data/lfw/arcface_112/David_Wells/David_Wells_0001.png,0
data/lfw/arcface_112/David_Wells/David_Wells_0002.png,0
data/lfw/arcface_112/David_Wells/David_Wells_0003.png,0
data/lfw/arcface_112/David_Wells/David_Wells_0005.png,0
data/lfw/arcface_112/David_Wells/David_Wells_0007.png,0
data/lfw/arcface_112/Dennis_Kucinich/Dennis_Kucinich_0001.png,0
data/lfw/arcface_112/Dennis_Kucinich/Dennis_Kucinich_0003.png,0
