image_path,true_label,predicted_prob
data/ff_plus_plus/256x256/fake/deepfakes/test_627_658_f321.jpg,1,0.0003198907771138772
data/ff_plus_plus/256x256/fake/face2face/val_634_660_f245.jpg,1,8.624415712063574e-05
data/ff_plus_plus/256x256/fake/face2face/val_714_842_f30.jpg,1,5.147787371592799e-05
data/ff_plus_plus/256x256/fake/face2face/train_022_489_f233.jpg,1,0.011431050624043674
data/ff_plus_plus/256x256/real/val_375_f121.jpg,0,0.0020293891325644884
data/ff_plus_plus/256x256/fake/face2face/train_135_880_f224.jpg,1,0.0018041210648923245
data/ff_plus_plus/256x256/fake/face2face/test_050_059_f0.jpg,1,0.0195073467829452
data/ff_plus_plus/256x256/fake/deepfakes/test_397_602_f195.jpg,1,0.0001346622627805542
data/ff_plus_plus/256x256/fake/faceswap/val_557_560_f276.jpg,1,0.02152976439014088
data/ff_plus_plus/256x256/real/train_015_f0.jpg,0,0.007431812061237255
data/ff_plus_plus/256x256/fake/faceswap/train_192_134_f138.jpg,1,0.00027981221196015006
data/ff_plus_plus/256x256/real/test_529_f34.jpg,0,1.0030471881845924e-06
data/ff_plus_plus/256x256/fake/face2face/test_349_350_f195.jpg,1,0.00018703046350084272
data/ff_plus_plus/256x256/fake/neuraltextures/val_199_181_f37.jpg,1,0.007233137196495173
data/ff_plus_plus/256x256/fake/neuraltextures/train_227_169_f197.jpg,1,0.0015616397930140156
data/ff_plus_plus/256x256/fake/neuraltextures/test_744_674_f101.jpg,1,6.283609816587812e-05
data/ff_plus_plus/256x256/real/train_249_f565.jpg,0,0.0003081702346645125
data/ff_plus_plus/256x256/fake/neuraltextures/test_272_396_f155.jpg,1,0.010969732999025582
data/ff_plus_plus/256x256/fake/faceswap/test_352_319_f115.jpg,1,0.03174199556207872
data/ff_plus_plus/256x256/real/train_313_f215.jpg,0,0.02720133727313632
data/ff_plus_plus/256x256/fake/deepfakes/train_111_094_f163.jpg,1,0.0009523501331129025
data/ff_plus_plus/256x256/real/train_073_f242.jpg,0,0.00025763191826256064
data/ff_plus_plus/256x256/real/val_032_f0.jpg,0,2.5184056923823763e-06
data/ff_plus_plus/256x256/fake/deepfakes/test_809_799_f328.jpg,1,0.0009521817425477887
data/ff_plus_plus/256x256/real/train_132_f127.jpg,0,0.00022271920640689225
data/ff_plus_plus/256x256/real/train_177_f169.jpg,0,0.0056612850558373585
data/ff_plus_plus/256x256/real/test_720_f97.jpg,0,6.757316809026653e-05
data/ff_plus_plus/256x256/fake/neuraltextures/val_625_650_f216.jpg,1,0.007081836363098096
data/ff_plus_plus/256x256/fake/neuraltextures/test_863_853_f141.jpg,1,0.04296229168105095
data/ff_plus_plus/256x256/fake/neuraltextures/train_286_267_f21.jpg,1,0.010415583248249862
data/ff_plus_plus/256x256/real/train_356_f441.jpg,0,4.252359224108459e-05
data/ff_plus_plus/256x256/real/train_019_f1240.jpg,0,0.0001788786536366999
data/ff_plus_plus/256x256/fake/deepfakes/val_891_876_f172.jpg,1,0.0001741866379328534
data/ff_plus_plus/256x256/real/val_945_f733.jpg,0,5.482979368888347e-05
data/ff_plus_plus/256x256/real/val_031_f0.jpg,0,2.822979069536547e-06
data/ff_plus_plus/256x256/real/train_112_f201.jpg,0,5.402352138789239e-05
data/ff_plus_plus/256x256/fake/face2face/train_204_230_f63.jpg,1,2.3076097541333435e-06
data/ff_plus_plus/256x256/fake/deepfakes/train_347_314_f220.jpg,1,0.0001662890027675363
data/ff_plus_plus/256x256/fake/neuraltextures/test_821_812_f130.jpg,1,0.0011617411399647004
data/ff_plus_plus/256x256/real/test_419_f234.jpg,0,1.3497578529888104e-06
data/ff_plus_plus/256x256/real/train_326_f566.jpg,0,0.03942268732758976
data/ff_plus_plus/256x256/real/test_699_f90.jpg,0,0.002653711007693011
data/ff_plus_plus/256x256/real/train_302_f452.jpg,0,0.02822135736349177
data/ff_plus_plus/256x256/fake/neuraltextures/val_239_218_f254.jpg,1,0.008435290958667544
data/ff_plus_plus/256x256/real/train_284_f299.jpg,0,6.147546060388353e-05
data/ff_plus_plus/256x256/real/train_244_f498.jpg,0,2.3362593971539807e-05
data/ff_plus_plus/256x256/fake/neuraltextures/train_121_093_f74.jpg,1,4.23411410876934e-05
data/ff_plus_plus/256x256/fake/deepfakes/val_346_351_f190.jpg,1,0.0009413723357598189
data/ff_plus_plus/256x256/real/val_572_f131.jpg,0,0.02159637104579468
