image_path,label,forgery_type,resolution
data/progan/motorbike/0_real/01602.png,0,real,256x256
data/progan/bird/0_real/05454.png,0,real,256x256
data/progan/airplane/0_real/10105.png,0,real,256x256
data/progan/pottedplant/0_real/03505.png,0,real,256x256
data/progan/bus/0_real/12455.png,0,real,256x256
data/progan/bus/0_real/00296.png,0,real,256x256
data/progan/bottle/0_real/11299.png,0,real,256x256
data/progan/bird/0_real/17241.png,0,real,256x256
data/progan/pottedplant/0_real/01280.png,0,real,256x256
data/progan/bird/0_real/01602.png,0,real,256x256
data/progan/motorbike/0_real/17241.png,0,real,256x256
data/progan/pottedplant/0_real/03032.png,0,real,256x256
data/progan/train/0_real/05339.png,0,real,256x256
data/progan/dog/0_real/03032.png,0,real,256x256
data/progan/bicycle/0_real/15909.png,0,real,256x256
data/progan/horse/0_real/01560.png,0,real,256x256
data/progan/chair/0_real/12749.png,0,real,256x256
data/progan/airplane/0_real/12901.png,0,real,256x256
data/progan/airplane/0_real/11975.png,0,real,256x256
data/progan/bicycle/0_real/17978.png,0,real,256x256
data/progan/bottle/0_real/09253.png,0,real,256x256
data/progan/bottle/0_real/15766.png,0,real,256x256
data/progan/diningtable/0_real/06462.png,0,real,256x256
data/progan/horse/0_real/06152.png,0,real,256x256
data/progan/airplane/0_real/10386.png,0,real,256x256
data/progan/dog/0_real/09428.png,0,real,256x256
data/progan/bottle/0_real/01050.png,0,real,256x256
data/progan/person/0_real/13026.png,0,real,256x256
data/progan/motorbike/0_real/05961.png,0,real,256x256
data/progan/person/0_real/06930.png,0,real,256x256
data/progan/dog/0_real/02976.png,0,real,256x256
data/progan/chair/0_real/11488.png,0,real,256x256
data/progan/bottle/0_real/10105.png,0,real,256x256
data/progan/cow/0_real/03634.png,0,real,256x256
data/progan/horse/0_real/00880.png,0,real,256x256
data/progan/bus/0_real/14005.png,0,real,256x256
data/progan/sheep/0_real/11308.png,0,real,256x256
data/progan/sofa/0_real/16219.png,0,real,256x256
data/progan/airplane/0_real/02390.png,0,real,256x256
data/progan/pottedplant/0_real/10386.png,0,real,256x256
data/progan/sheep/0_real/09850.png,0,real,256x256
data/progan/boat/0_real/05148.png,0,real,256x256
data/progan/person/0_real/05830.png,0,real,256x256
data/progan/chair/0_real/12966.png,0,real,256x256
data/progan/car/0_real/19433.png,0,real,256x256
data/progan/bus/0_real/13836.png,0,real,256x256
data/progan/boat/0_real/03294.png,0,real,256x256
data/progan/bottle/0_real/07552.png,0,real,256x256
data/progan/tvmonitor/0_real/11735.png,0,real,256x256
data/progan/pottedplant/0_real/12585.png,0,real,256x256
data/progan/car/0_real/17613.png,0,real,256x256
data/progan/bird/0_real/01560.png,0,real,256x256
data/progan/bicycle/0_real/17680.png,0,real,256x256
data/progan/cat/0_real/15909.png,0,real,256x256
data/progan/bicycle/0_real/19522.png,0,real,256x256
data/progan/cat/0_real/06559.png,0,real,256x256
data/progan/sofa/0_real/06720.png,0,real,256x256
data/progan/cat/0_real/00728.png,0,real,256x256
data/progan/horse/0_real/06930.png,0,real,256x256
data/progan/bus/0_real/07882.png,0,real,256x256
data/progan/sheep/0_real/10316.png,0,real,256x256
data/progan/airplane/0_real/17566.png,0,real,256x256
data/progan/person/0_real/18641.png,0,real,256x256
data/progan/cow/0_real/07552.png,0,real,256x256
data/progan/diningtable/0_real/19522.png,0,real,256x256
data/progan/bird/0_real/10558.png,0,real,256x256
data/progan/tvmonitor/0_real/18207.png,0,real,256x256
data/progan/train/0_real/17566.png,0,real,256x256
data/progan/cat/0_real/15502.png,0,real,256x256
data/progan/bicycle/0_real/11975.png,0,real,256x256
data/progan/dog/0_real/05961.png,0,real,256x256
data/progan/car/0_real/00049.png,0,real,256x256
data/progan/sheep/0_real/19766.png,0,real,256x256
data/progan/horse/0_real/17289.png,0,real,256x256
data/progan/horse/0_real/13281.png,0,real,256x256
data/progan/train/0_real/02390.png,0,real,256x256
data/progan/sofa/0_real/12892.png,0,real,256x256
data/progan/cat/0_real/07552.png,0,real,256x256
data/progan/dog/0_real/16670.png,0,real,256x256
data/progan/boat/0_real/18560.png,0,real,256x256
data/progan/person/0_real/08134.png,0,real,256x256
data/progan/bicycle/0_real/08071.png,0,real,256x256
data/progan/airplane/0_real/18560.png,0,real,256x256
data/progan/motorbike/0_real/10386.png,0,real,256x256
data/progan/bottle/0_real/13281.png,0,real,256x256
data/progan/pottedplant/0_real/16996.png,0,real,256x256
data/progan/bus/0_real/18207.png,0,real,256x256
data/progan/bicycle/0_real/12455.png,0,real,256x256
data/progan/sofa/0_real/10123.png,0,real,256x256
data/progan/bottle/0_real/15825.png,0,real,256x256
data/progan/sofa/0_real/15465.png,0,real,256x256
data/progan/bird/0_real/00880.png,0,real,256x256
data/progan/cow/0_real/05560.png,0,real,256x256
data/progan/motorbike/0_real/00296.png,0,real,256x256
data/progan/sofa/0_real/01280.png,0,real,256x256
data/progan/cat/0_real/09016.png,0,real,256x256
data/progan/boat/0_real/06154.png,0,real,256x256
data/progan/cat/0_real/11336.png,0,real,256x256
data/progan/cat/0_real/05450.png,0,real,256x256
data/progan/bottle/0_real/05687.png,0,real,256x256
data/progan/motorbike/0_real/14864.png,0,real,256x256
data/progan/bus/0_real/08995.png,0,real,256x256
data/progan/person/0_real/07057.png,0,real,256x256
data/progan/tvmonitor/0_real/03294.png,0,real,256x256
data/progan/motorbike/0_real/19957.png,0,real,256x256
data/progan/motorbike/0_real/05339.png,0,real,256x256
data/progan/bicycle/0_real/08949.png,0,real,256x256
data/progan/horse/0_real/09253.png,0,real,256x256
data/progan/motorbike/0_real/00049.png,0,real,256x256
data/progan/boat/0_real/09850.png,0,real,256x256
data/progan/diningtable/0_real/18560.png,0,real,256x256
data/progan/person/0_real/18267.png,0,real,256x256
data/progan/bus/0_real/00253.png,0,real,256x256
data/progan/boat/0_real/06462.png,0,real,256x256
data/progan/cow/0_real/08995.png,0,real,256x256
data/progan/cat/0_real/15841.png,0,real,256x256
data/progan/bus/0_real/10316.png,0,real,256x256
data/progan/train/0_real/18857.png,0,real,256x256
data/progan/motorbike/0_real/02018.png,0,real,256x256
data/progan/person/0_real/01560.png,0,real,256x256
data/progan/dog/0_real/07552.png,0,real,256x256
data/progan/bottle/0_real/09829.png,0,real,256x256
data/progan/person/0_real/00305.png,0,real,256x256
data/progan/car/0_real/12749.png,0,real,256x256
data/progan/sofa/0_real/05105.png,0,real,256x256
data/progan/pottedplant/0_real/15105.png,0,real,256x256
data/progan/pottedplant/0_real/17613.png,0,real,256x256
data/progan/bicycle/0_real/02617.png,0,real,256x256
data/progan/bottle/0_real/13836.png,0,real,256x256
data/progan/sheep/0_real/16996.png,0,real,256x256
data/progan/airplane/0_real/12966.png,0,real,256x256
data/progan/sheep/0_real/09372.png,0,real,256x256
data/progan/car/0_real/08949.png,0,real,256x256
data/progan/chair/0_real/03711.png,0,real,256x256
data/progan/bus/0_real/09346.png,0,real,256x256
data/progan/bicycle/0_real/06720.png,0,real,256x256
data/progan/bottle/0_real/06142.png,0,real,256x256
data/progan/train/0_real/14085.png,0,real,256x256
data/progan/tvmonitor/0_real/05970.png,0,real,256x256
data/progan/dog/0_real/12150.png,0,real,256x256
data/progan/sofa/0_real/18724.png,0,real,256x256
data/progan/person/0_real/14085.png,0,real,256x256
data/progan/car/0_real/08411.png,0,real,256x256
data/progan/bottle/0_real/06559.png,0,real,256x256
data/progan/motorbike/0_real/08071.png,0,real,256x256
data/progan/diningtable/0_real/03793.png,0,real,256x256
data/progan/chair/0_real/01952.png,0,real,256x256
data/progan/train/0_real/02135.png,0,real,256x256
data/progan/train/0_real/14864.png,0,real,256x256
data/progan/motorbike/0_real/03032.png,0,real,256x256
data/progan/cow/0_real/07463.png,0,real,256x256
data/progan/bird/0_real/18207.png,0,real,256x256
data/progan/bus/0_real/08071.png,0,real,256x256
data/progan/bus/0_real/00807.png,0,real,256x256
data/progan/pottedplant/0_real/04991.png,0,real,256x256
data/progan/dog/0_real/09829.png,0,real,256x256
data/progan/dog/0_real/00642.png,0,real,256x256
data/progan/bus/0_real/07156.png,0,real,256x256
data/progan/pottedplant/0_real/05830.png,0,real,256x256
data/progan/dog/0_real/19449.png,0,real,256x256
data/progan/chair/0_real/15841.png,0,real,256x256
data/progan/train/0_real/07216.png,0,real,256x256
data/progan/dog/0_real/18857.png,0,real,256x256
data/progan/chair/0_real/03199.png,0,real,256x256
data/progan/cat/0_real/07716.png,0,real,256x256
data/progan/bottle/0_real/09428.png,0,real,256x256
data/progan/bird/0_real/16996.png,0,real,256x256
data/progan/diningtable/0_real/08243.png,0,real,256x256
data/progan/diningtable/0_real/02018.png,0,real,256x256
data/progan/bicycle/0_real/17265.png,0,real,256x256
data/progan/pottedplant/0_real/09253.png,0,real,256x256
data/progan/airplane/0_real/19277.png,0,real,256x256
data/progan/sofa/0_real/12585.png,0,real,256x256
data/progan/bird/0_real/04656.png,0,real,256x256
data/progan/boat/0_real/02390.png,0,real,256x256
data/progan/horse/0_real/17175.png,0,real,256x256
data/progan/boat/0_real/05450.png,0,real,256x256
data/progan/sheep/0_real/03793.png,0,real,256x256
data/progan/motorbike/0_real/18560.png,0,real,256x256
data/progan/chair/0_real/12892.png,0,real,256x256
data/progan/horse/0_real/03693.png,0,real,256x256
data/progan/bicycle/0_real/05888.png,0,real,256x256
data/progan/cat/0_real/17426.png,0,real,256x256
data/progan/cat/0_real/16526.png,0,real,256x256
data/progan/horse/0_real/03655.png,0,real,256x256
data/progan/cow/0_real/11347.png,0,real,256x256
data/progan/diningtable/0_real/17021.png,0,real,256x256
data/progan/bus/0_real/02617.png,0,real,256x256
data/progan/tvmonitor/0_real/17566.png,0,real,256x256
data/progan/dog/0_real/06154.png,0,real,256x256
data/progan/sofa/0_real/12364.png,0,real,256x256
data/progan/tvmonitor/0_real/05888.png,0,real,256x256
data/progan/airplane/0_real/04426.png,0,real,256x256
data/progan/motorbike/0_real/18267.png,0,real,256x256
data/progan/person/0_real/15766.png,0,real,256x256
data/progan/bird/0_real/06462.png,0,real,256x256
data/progan/motorbike/0_real/19277.png,0,real,256x256
data/progan/train/0_real/02313.png,0,real,256x256
data/progan/diningtable/0_real/19957.png,0,real,256x256
data/progan/pottedplant/0_real/07091.png,0,real,256x256
data/progan/bus/0_real/08949.png,0,real,256x256
data/progan/pottedplant/0_real/15133.png,0,real,256x256
data/progan/motorbike/0_real/02356.png,0,real,256x256
data/progan/car/0_real/00253.png,0,real,256x256
data/progan/chair/0_real/17808.png,0,real,256x256
data/progan/boat/0_real/04426.png,0,real,256x256
data/progan/cow/0_real/05687.png,0,real,256x256
data/progan/airplane/0_real/00880.png,0,real,256x256
data/progan/tvmonitor/0_real/10320.png,0,real,256x256
data/progan/person/0_real/15994.png,0,real,256x256
data/progan/sofa/0_real/18560.png,0,real,256x256
data/progan/person/0_real/15105.png,0,real,256x256
data/progan/bus/0_real/07413.png,0,real,256x256
data/progan/tvmonitor/0_real/17808.png,0,real,256x256
data/progan/diningtable/0_real/04828.png,0,real,256x256
data/progan/pottedplant/0_real/11735.png,0,real,256x256
data/progan/boat/0_real/12966.png,0,real,256x256
data/progan/diningtable/0_real/07463.png,0,real,256x256
data/progan/train/0_real/13836.png,0,real,256x256
data/progan/bird/0_real/03199.png,0,real,256x256
data/progan/sofa/0_real/16841.png,0,real,256x256
data/progan/horse/0_real/16329.png,0,real,256x256
data/progan/car/0_real/02022.png,0,real,256x256
data/progan/sofa/0_real/04426.png,0,real,256x256
data/progan/motorbike/0_real/01557.png,0,real,256x256
data/progan/horse/0_real/09016.png,0,real,256x256
data/progan/cat/0_real/12966.png,0,real,256x256
data/progan/pottedplant/0_real/12150.png,0,real,256x256
data/progan/boat/0_real/05961.png,0,real,256x256
data/progan/dog/0_real/00771.png,0,real,256x256
data/progan/tvmonitor/0_real/10316.png,0,real,256x256
data/progan/pottedplant/0_real/18724.png,0,real,256x256
data/progan/train/0_real/17613.png,0,real,256x256
data/progan/diningtable/0_real/17265.png,0,real,256x256
data/progan/train/0_real/16394.png,0,real,256x256
data/progan/airplane/0_real/00253.png,0,real,256x256
data/progan/horse/0_real/05148.png,0,real,256x256
data/progan/car/0_real/12585.png,0,real,256x256
data/progan/diningtable/0_real/00069.png,0,real,256x256
data/progan/airplane/0_real/07463.png,0,real,256x256
data/progan/bird/0_real/05687.png,0,real,256x256
data/progan/tvmonitor/0_real/00335.png,0,real,256x256
data/progan/cat/0_real/08174.png,0,real,256x256
data/progan/sofa/0_real/19957.png,0,real,256x256
data/progan/sofa/0_real/00519.png,0,real,256x256
data/progan/sheep/0_real/10175.png,0,real,256x256
data/progan/car/0_real/05830.png,0,real,256x256
data/progan/bottle/0_real/17808.png,0,real,256x256
data/progan/bicycle/0_real/03505.png,0,real,256x256
data/progan/bottle/0_real/18267.png,0,real,256x256
data/progan/sofa/1_fake/19522.png,1,progan,256x256
data/progan/dog/1_fake/12150.png,1,progan,256x256
data/progan/tvmonitor/1_fake/07413.png,1,progan,256x256
data/progan/bicycle/1_fake/11975.png,1,progan,256x256
data/progan/bicycle/1_fake/15502.png,1,progan,256x256
data/progan/person/1_fake/19766.png,1,progan,256x256
data/progan/cow/1_fake/18857.png,1,progan,256x256
data/progan/sheep/1_fake/14542.png,1,progan,256x256
data/progan/bicycle/1_fake/07882.png,1,progan,256x256
data/progan/pottedplant/1_fake/11308.png,1,progan,256x256
data/progan/diningtable/1_fake/17873.png,1,progan,256x256
data/progan/pottedplant/1_fake/13527.png,1,progan,256x256
data/progan/bird/1_fake/11308.png,1,progan,256x256
data/progan/bird/1_fake/12364.png,1,progan,256x256
data/progan/motorbike/1_fake/10105.png,1,progan,256x256
data/progan/cow/1_fake/14881.png,1,progan,256x256
data/progan/dog/1_fake/04991.png,1,progan,256x256
data/progan/boat/1_fake/07156.png,1,progan,256x256
data/progan/bus/1_fake/08134.png,1,progan,256x256
data/progan/diningtable/1_fake/16329.png,1,progan,256x256
data/progan/sofa/1_fake/17282.png,1,progan,256x256
data/progan/horse/1_fake/08071.png,1,progan,256x256
data/progan/chair/1_fake/13281.png,1,progan,256x256
data/progan/tvmonitor/1_fake/15502.png,1,progan,256x256
data/progan/bottle/1_fake/06216.png,1,progan,256x256
data/progan/tvmonitor/1_fake/00305.png,1,progan,256x256
data/progan/dog/1_fake/00728.png,1,progan,256x256
data/progan/pottedplant/1_fake/08995.png,1,progan,256x256
data/progan/person/1_fake/18724.png,1,progan,256x256
data/progan/person/1_fake/02356.png,1,progan,256x256
data/progan/bottle/1_fake/02135.png,1,progan,256x256
data/progan/person/1_fake/11735.png,1,progan,256x256
data/progan/car/1_fake/07156.png,1,progan,256x256
data/progan/chair/1_fake/03127.png,1,progan,256x256
data/progan/motorbike/1_fake/15599.png,1,progan,256x256
data/progan/motorbike/1_fake/05961.png,1,progan,256x256
data/progan/cat/1_fake/12892.png,1,progan,256x256
data/progan/chair/1_fake/19449.png,1,progan,256x256
data/progan/train/1_fake/08071.png,1,progan,256x256
