image_path,predicted_prob,flagged
results/phase2/privacy/cloaked_images/Ahmed_Chalabi_0005_cloaked.png,0.9466997385025024,True
results/phase2/privacy/cloaked_images/Ahmed_Chalabi_0005_facenet_cloaked.png,0.9443942308425903,True
results/phase2/privacy/cloaked_images/Al_Gore_0002_cloaked.png,0.05214881896972656,False
results/phase2/privacy/cloaked_images/Al_Gore_0002_facenet_cloaked.png,0.5644915103912354,True
results/phase2/privacy/cloaked_images/Al_Gore_0007_cloaked.png,0.6780585646629333,True
results/phase2/privacy/cloaked_images/Al_Gore_0007_facenet_cloaked.png,0.9472509622573853,True
results/phase2/privacy/cloaked_images/Al_Gore_0008_cloaked.png,0.4064626097679138,False
results/phase2/privacy/cloaked_images/Al_Gore_0008_facenet_cloaked.png,0.9978538155555725,True
results/phase2/privacy/cloaked_images/Alastair_Campbell_0004_cloaked.png,0.07623156160116196,False
results/phase2/privacy/cloaked_images/Alastair_Campbell_0004_facenet_cloaked.png,0.7232819199562073,True
results/phase2/privacy/cloaked_images/Alastair_Campbell_0005_cloaked.png,0.06483018398284912,False
results/phase2/privacy/cloaked_images/Alastair_Campbell_0005_facenet_cloaked.png,0.7239439487457275,True
results/phase2/privacy/cloaked_images/Angela_Bassett_0004_cloaked.png,0.7558663487434387,True
results/phase2/privacy/cloaked_images/Angela_Bassett_0004_facenet_cloaked.png,0.9954056739807129,True
results/phase2/privacy/cloaked_images/Antonio_Palocci_0003_cloaked.png,0.25461462140083313,False
results/phase2/privacy/cloaked_images/Antonio_Palocci_0003_facenet_cloaked.png,0.9856394529342651,True
results/phase2/privacy/cloaked_images/Ari_Fleischer_0005_cloaked.png,0.9935938715934753,True
results/phase2/privacy/cloaked_images/Ari_Fleischer_0005_facenet_cloaked.png,0.9959084987640381,True
results/phase2/privacy/cloaked_images/Arnold_Schwarzenegger_0039_cloaked.png,0.36694255471229553,False
results/phase2/privacy/cloaked_images/Arnold_Schwarzenegger_0039_facenet_cloaked.png,0.5671808123588562,True
results/phase2/privacy/cloaked_images/Benazir_Bhutto_0001_cloaked.png,0.9895977973937988,True
results/phase2/privacy/cloaked_images/Benazir_Bhutto_0001_facenet_cloaked.png,0.9962932467460632,True
results/phase2/privacy/cloaked_images/Benazir_Bhutto_0002_cloaked.png,0.9857621192932129,True
results/phase2/privacy/cloaked_images/Benazir_Bhutto_0002_facenet_cloaked.png,0.9804986119270325,True
results/phase2/privacy/cloaked_images/Bertie_Ahern_0005_cloaked.png,0.8181709051132202,True
results/phase2/privacy/cloaked_images/Bertie_Ahern_0005_facenet_cloaked.png,0.986396074295044,True
results/phase2/privacy/cloaked_images/Bill_Clinton_0014_cloaked.png,0.9522006511688232,True
results/phase2/privacy/cloaked_images/Bill_Clinton_0014_facenet_cloaked.png,0.8727816939353943,True
results/phase2/privacy/cloaked_images/Bill_Clinton_0017_cloaked.png,0.9817978143692017,True
results/phase2/privacy/cloaked_images/Bill_Clinton_0017_facenet_cloaked.png,0.984772801399231,True
results/phase2/privacy/cloaked_images/Bill_Frist_0002_cloaked.png,0.016834210604429245,False
results/phase2/privacy/cloaked_images/Bill_Frist_0002_facenet_cloaked.png,0.9252802133560181,True
results/phase2/privacy/cloaked_images/Bill_Frist_0003_cloaked.png,0.40665823221206665,False
results/phase2/privacy/cloaked_images/Bill_Frist_0003_facenet_cloaked.png,0.9589022397994995,True
results/phase2/privacy/cloaked_images/Bill_Simon_0004_cloaked.png,0.010211526416242123,False
results/phase2/privacy/cloaked_images/Bill_Simon_0004_facenet_cloaked.png,0.653597354888916,True
results/phase2/privacy/cloaked_images/Binyamin_Ben-Eliezer_0003_cloaked.png,0.9878906011581421,True
results/phase2/privacy/cloaked_images/Binyamin_Ben-Eliezer_0003_facenet_cloaked.png,0.9677335023880005,True
results/phase2/privacy/cloaked_images/Binyamin_Ben-Eliezer_0006_cloaked.png,0.5524706840515137,True
results/phase2/privacy/cloaked_images/Binyamin_Ben-Eliezer_0006_facenet_cloaked.png,0.8714007139205933,True
results/phase2/privacy/cloaked_images/Bob_Stoops_0002_cloaked.png,0.3054453134536743,False
results/phase2/privacy/cloaked_images/Bob_Stoops_0002_facenet_cloaked.png,0.7728044390678406,True
results/phase2/privacy/cloaked_images/Bob_Stoops_0003_cloaked.png,0.6879469156265259,True
