image_path,predicted_prob,flagged
results/phase2/privacy/cloaked_images/Ahmed_Chalabi_0005_cloaked.png,0.000501676113344729,False
results/phase2/privacy/cloaked_images/Ahmed_Chalabi_0005_facenet_cloaked.png,0.0006507349316962063,False
results/phase2/privacy/cloaked_images/Al_Gore_0002_cloaked.png,0.0002507037133909762,False
results/phase2/privacy/cloaked_images/Al_Gore_0002_facenet_cloaked.png,0.0004334337427280843,False
results/phase2/privacy/cloaked_images/Al_Gore_0007_cloaked.png,0.0007374215056188405,False
results/phase2/privacy/cloaked_images/Al_Gore_0007_facenet_cloaked.png,0.0012595208827406168,False
results/phase2/privacy/cloaked_images/Al_Gore_0008_cloaked.png,0.00030286278342828155,False
results/phase2/privacy/cloaked_images/Al_Gore_0008_facenet_cloaked.png,0.0005937098758295178,False
results/phase2/privacy/cloaked_images/Alastair_Campbell_0004_cloaked.png,0.00045953886001370847,False
results/phase2/privacy/cloaked_images/Alastair_Campbell_0004_facenet_cloaked.png,0.0005965240416117013,False
results/phase2/privacy/cloaked_images/Alastair_Campbell_0005_cloaked.png,0.00036507402546703815,False
results/phase2/privacy/cloaked_images/Alastair_Campbell_0005_facenet_cloaked.png,0.0006874749669805169,False
results/phase2/privacy/cloaked_images/Angela_Bassett_0004_cloaked.png,0.00041106692515313625,False
results/phase2/privacy/cloaked_images/Angela_Bassett_0004_facenet_cloaked.png,0.0007169159362092614,False
results/phase2/privacy/cloaked_images/Antonio_Palocci_0003_cloaked.png,0.0005775957833975554,False
results/phase2/privacy/cloaked_images/Antonio_Palocci_0003_facenet_cloaked.png,0.0013746945187449455,False
results/phase2/privacy/cloaked_images/Ari_Fleischer_0005_cloaked.png,0.0006705814739689231,False
results/phase2/privacy/cloaked_images/Ari_Fleischer_0005_facenet_cloaked.png,0.0011013466864824295,False
results/phase2/privacy/cloaked_images/Arnold_Schwarzenegger_0039_cloaked.png,0.0004859720647800714,False
results/phase2/privacy/cloaked_images/Arnold_Schwarzenegger_0039_facenet_cloaked.png,0.0005149852950125933,False
results/phase2/privacy/cloaked_images/Benazir_Bhutto_0001_cloaked.png,0.0007789499359205365,False
results/phase2/privacy/cloaked_images/Benazir_Bhutto_0001_facenet_cloaked.png,0.0016647704178467393,False
results/phase2/privacy/cloaked_images/Benazir_Bhutto_0002_cloaked.png,0.0004922825028188527,False
results/phase2/privacy/cloaked_images/Benazir_Bhutto_0002_facenet_cloaked.png,0.0012490733060985804,False
results/phase2/privacy/cloaked_images/Bertie_Ahern_0005_cloaked.png,0.00023785128723829985,False
results/phase2/privacy/cloaked_images/Bertie_Ahern_0005_facenet_cloaked.png,0.0002941132988780737,False
results/phase2/privacy/cloaked_images/Bill_Clinton_0014_cloaked.png,0.00040394955431111157,False
results/phase2/privacy/cloaked_images/Bill_Clinton_0014_facenet_cloaked.png,0.00033180142054334283,False
results/phase2/privacy/cloaked_images/Bill_Clinton_0017_cloaked.png,0.00026532995980232954,False
results/phase2/privacy/cloaked_images/Bill_Clinton_0017_facenet_cloaked.png,0.0007271126378327608,False
results/phase2/privacy/cloaked_images/Bill_Frist_0002_cloaked.png,0.0002839047519955784,False
results/phase2/privacy/cloaked_images/Bill_Frist_0002_facenet_cloaked.png,0.0004347392823547125,False
results/phase2/privacy/cloaked_images/Bill_Frist_0003_cloaked.png,0.0002486839657649398,False
results/phase2/privacy/cloaked_images/Bill_Frist_0003_facenet_cloaked.png,0.0007226335583254695,False
results/phase2/privacy/cloaked_images/Bill_Simon_0004_cloaked.png,0.00017269172531086951,False
results/phase2/privacy/cloaked_images/Bill_Simon_0004_facenet_cloaked.png,0.00039560822187922895,False
results/phase2/privacy/cloaked_images/Binyamin_Ben-Eliezer_0003_cloaked.png,0.0004906615940853953,False
results/phase2/privacy/cloaked_images/Binyamin_Ben-Eliezer_0003_facenet_cloaked.png,0.0009170915582217276,False
results/phase2/privacy/cloaked_images/Binyamin_Ben-Eliezer_0006_cloaked.png,0.0005112907965667546,False
results/phase2/privacy/cloaked_images/Binyamin_Ben-Eliezer_0006_facenet_cloaked.png,0.0014751976123079658,False
results/phase2/privacy/cloaked_images/Bob_Stoops_0002_cloaked.png,0.0005907478625886142,False
results/phase2/privacy/cloaked_images/Bob_Stoops_0002_facenet_cloaked.png,0.0010622895788401365,False
results/phase2/privacy/cloaked_images/Bob_Stoops_0003_cloaked.png,0.0003382309805601835,False
results/phase2/privacy/cloaked_images/Bob_Stoops_0003_facenet_cloaked.png,0.0008045024587772787,False
results/phase2/privacy/cloaked_images/Bob_Stoops_0005_cloaked.png,0.000563996727578342,False
results/phase2/privacy/cloaked_images/Bob_Stoops_0005_facenet_cloaked.png,0.0011372935259714723,False
results/phase2/privacy/cloaked_images/Carrie-Anne_Moss_0001_cloaked.png,0.00031635939376428723,False
results/phase2/privacy/cloaked_images/Carrie-Anne_Moss_0001_facenet_cloaked.png,0.0007892745779827237,False
results/phase2/privacy/cloaked_images/Carrie-Anne_Moss_0003_cloaked.png,0.0006082829204387963,False
results/phase2/privacy/cloaked_images/Carrie-Anne_Moss_0003_facenet_cloaked.png,0.0010153009789064527,False
results/phase2/privacy/cloaked_images/Carrie-Anne_Moss_0005_cloaked.png,0.00031425425549969077,False
results/phase2/privacy/cloaked_images/Carrie-Anne_Moss_0005_facenet_cloaked.png,0.0005974603700451553,False
results/phase2/privacy/cloaked_images/Celine_Dion_0007_cloaked.png,0.0006534623680636287,False
results/phase2/privacy/cloaked_images/Celine_Dion_0007_facenet_cloaked.png,0.0010670734336599708,False
results/phase2/privacy/cloaked_images/Celine_Dion_0008_cloaked.png,0.0007202224223874509,False
results/phase2/privacy/cloaked_images/Celine_Dion_0008_facenet_cloaked.png,0.0008534936350770295,False
results/phase2/privacy/cloaked_images/Chanda_Rubin_0004_cloaked.png,0.0003553962451405823,False
results/phase2/privacy/cloaked_images/Chanda_Rubin_0004_facenet_cloaked.png,0.00044169797911308706,False
