image_path,predicted_prob,flagged
results/phase2/privacy/cloaked_images/Ahmed_Chalabi_0005_cloaked.png,0.01691343460213282,False
results/phase2/privacy/cloaked_images/Ahmed_Chalabi_0005_facenet_cloaked.png,0.015361069622187909,False
results/phase2/privacy/cloaked_images/Al_Gore_0002_cloaked.png,0.013090618884097429,False
results/phase2/privacy/cloaked_images/Al_Gore_0002_facenet_cloaked.png,0.014262307488342847,False
results/phase2/privacy/cloaked_images/Al_Gore_0007_cloaked.png,0.0131114290094002,False
results/phase2/privacy/cloaked_images/Al_Gore_0007_facenet_cloaked.png,0.015248233836913575,False
results/phase2/privacy/cloaked_images/Al_Gore_0008_cloaked.png,0.012905673804574067,False
results/phase2/privacy/cloaked_images/Al_Gore_0008_facenet_cloaked.png,0.013232703445893635,False
results/phase2/privacy/cloaked_images/Alastair_Campbell_0004_cloaked.png,0.013343437536469242,False
results/phase2/privacy/cloaked_images/Alastair_Campbell_0004_facenet_cloaked.png,0.013970446812258966,False
results/phase2/privacy/cloaked_images/Alastair_Campbell_0005_cloaked.png,0.013128294019685136,False
results/phase2/privacy/cloaked_images/Alastair_Campbell_0005_facenet_cloaked.png,0.013282967721173582,False
results/phase2/privacy/cloaked_images/Angela_Bassett_0004_cloaked.png,0.01375068093977228,False
results/phase2/privacy/cloaked_images/Angela_Bassett_0004_facenet_cloaked.png,0.014380023900254254,False
results/phase2/privacy/cloaked_images/Antonio_Palocci_0003_cloaked.png,0.013338331138340995,False
results/phase2/privacy/cloaked_images/Antonio_Palocci_0003_facenet_cloaked.png,0.015178567517313356,False
results/phase2/privacy/cloaked_images/Ari_Fleischer_0005_cloaked.png,0.01673945041488984,False
results/phase2/privacy/cloaked_images/Ari_Fleischer_0005_facenet_cloaked.png,0.015713149164920934,False
results/phase2/privacy/cloaked_images/Arnold_Schwarzenegger_0039_cloaked.png,0.014088961453362218,False
results/phase2/privacy/cloaked_images/Arnold_Schwarzenegger_0039_facenet_cloaked.png,0.014478760855614427,False
results/phase2/privacy/cloaked_images/Benazir_Bhutto_0001_cloaked.png,0.015977633656638752,False
results/phase2/privacy/cloaked_images/Benazir_Bhutto_0001_facenet_cloaked.png,0.017210698085735877,False
results/phase2/privacy/cloaked_images/Benazir_Bhutto_0002_cloaked.png,0.016036929383040792,False
results/phase2/privacy/cloaked_images/Benazir_Bhutto_0002_facenet_cloaked.png,0.016511675866861305,False
results/phase2/privacy/cloaked_images/Bertie_Ahern_0005_cloaked.png,0.014443779675039566,False
results/phase2/privacy/cloaked_images/Bertie_Ahern_0005_facenet_cloaked.png,0.01429442613281554,False
results/phase2/privacy/cloaked_images/Bill_Clinton_0014_cloaked.png,0.015196946488814032,False
results/phase2/privacy/cloaked_images/Bill_Clinton_0014_facenet_cloaked.png,0.014857614430638679,False
results/phase2/privacy/cloaked_images/Bill_Clinton_0017_cloaked.png,0.014122851275762877,False
results/phase2/privacy/cloaked_images/Bill_Clinton_0017_facenet_cloaked.png,0.015640628268286827,False
results/phase2/privacy/cloaked_images/Bill_Frist_0002_cloaked.png,0.01242631664857109,False
results/phase2/privacy/cloaked_images/Bill_Frist_0002_facenet_cloaked.png,0.013673241886934724,False
results/phase2/privacy/cloaked_images/Bill_Frist_0003_cloaked.png,0.014326041513148462,False
