image_path,true_label,predicted_prob,predicted_label,raw_score
data/progan/motorbike/0_real/01602.png,0,0.00834700376482286,0,-4.7774706
data/progan/bird/0_real/05454.png,0,0.0004893456510057517,0,-7.621952
data/progan/airplane/0_real/10105.png,0,0.9219611279551868,1,2.469296
data/progan/pottedplant/0_real/03505.png,0,0.00013600879325340837,0,-8.902655
data/progan/bus/0_real/12455.png,0,0.0003753450148111505,0,-7.8872895
data/progan/bus/0_real/00296.png,0,0.06425041021375286,0,-2.6785598
data/progan/bottle/0_real/11299.png,0,6.840590489109685e-05,0,-9.589983
data/progan/bird/0_real/17241.png,0,0.0026596867401328787,0,-5.9268837
data/progan/pottedplant/0_real/01280.png,0,0.0005878429627958995,0,-7.4384627
data/progan/bird/0_real/01602.png,0,0.0012280695374986663,0,-6.701083
data/progan/motorbike/0_real/17241.png,0,0.08237088180461541,0,-2.4105613
data/progan/pottedplant/0_real/03032.png,0,0.33909016682001447,0,-0.66735137
data/progan/train/0_real/05339.png,0,0.0001654514987206106,0,-8.706667
data/progan/dog/0_real/03032.png,0,0.00987296538590826,0,-4.608033
data/progan/bicycle/0_real/15909.png,0,0.06816376290743466,0,-2.615244
data/progan/horse/0_real/01560.png,0,0.003552954807554235,0,-5.6364164
data/progan/chair/0_real/12749.png,0,0.1565781502187533,0,-1.683912
data/progan/airplane/0_real/12901.png,0,0.0508007266695736,0,-2.9277081
data/progan/airplane/0_real/11975.png,0,0.03672489086122807,0,-3.2668843
data/progan/bicycle/0_real/17978.png,0,0.14261691576572266,0,-1.7937227
data/progan/bottle/0_real/09253.png,0,0.00012195774018343349,0,-9.011714
data/progan/bottle/0_real/15766.png,0,0.09729642378403598,0,-2.227632
data/progan/diningtable/0_real/06462.png,0,0.0017195287490017921,0,-6.363984
data/progan/horse/0_real/06152.png,0,0.0010293217879674952,0,-6.8778253
data/progan/airplane/0_real/10386.png,0,0.04187253899647827,0,-3.1303506
data/progan/dog/0_real/09428.png,0,0.08959668362094635,0,-2.3185694
data/progan/bottle/0_real/01050.png,0,0.014267957031650303,0,-4.2353683
data/progan/person/0_real/13026.png,0,0.14311646150947202,0,-1.7896433
data/progan/motorbike/0_real/05961.png,0,0.0039566999448939775,0,-5.5283804
data/progan/person/0_real/06930.png,0,0.018810630795073554,0,-3.9543433
data/progan/dog/0_real/02976.png,0,0.6554342806000366,1,0.6430132
data/progan/chair/0_real/11488.png,0,0.06251768599342127,0,-2.7077484
data/progan/bottle/0_real/10105.png,0,8.53342774865379e-05,0,-9.368849
data/progan/cow/0_real/03634.png,0,0.002555240040974266,0,-5.9670506
data/progan/horse/0_real/00880.png,0,0.0006726306723813966,0,-7.3036413
data/progan/bus/0_real/14005.png,0,0.010800782066165174,0,-4.5172772
data/progan/sheep/0_real/11308.png,0,0.22431997566682876,0,-1.2406666
data/progan/sofa/0_real/16219.png,0,0.0002089219242967432,0,-8.473341
data/progan/airplane/0_real/02390.png,0,0.018165859742094562,0,-3.9898784
data/progan/pottedplant/0_real/10386.png,0,0.0008001838820066973,0,-7.1298685
data/progan/sheep/0_real/09850.png,0,0.005531241997656186,0,-5.1917963
data/progan/boat/0_real/05148.png,0,0.0536290509163409,0,-2.8705437
data/progan/person/0_real/05830.png,0,0.6932696274620522,1,0.8154499
data/progan/chair/0_real/12966.png,0,0.0011166805327693012,0,-6.7962775
data/progan/car/0_real/19433.png,0,0.12956340994957855,0,-1.9048245
data/progan/bus/0_real/13836.png,0,0.018098886271782494,0,-3.9936402
data/progan/boat/0_real/03294.png,0,0.18824034924558486,0,-1.4614847
data/progan/bottle/0_real/07552.png,0,0.07736025515132158,0,-2.4787657
data/progan/tvmonitor/0_real/11735.png,0,0.2418952293689663,0,-1.1423169
data/progan/pottedplant/0_real/12585.png,0,0.02613408573465038,0,-3.6180332
data/progan/car/0_real/17613.png,0,7.958733462683875e-05,0,-9.438576
data/progan/bird/0_real/01560.png,0,0.0015717047178427656,0,-6.4540215
data/progan/bicycle/0_real/17680.png,0,0.1262637371521229,0,-1.9344057
data/progan/cat/0_real/15909.png,0,0.6373309372921111,1,0.5637983
data/progan/bicycle/0_real/19522.png,0,0.10271145859158456,0,-2.1674538
data/progan/cat/0_real/06559.png,0,0.0003086879272491868,0,-8.082871
